GameID,Team1,Team2,Team1_WinMargin,P_Team1Win,P_Team2Win,Odds_Team1,Odds_Team2,EV_Team1,EV_Team2,Bet,Bet_Size,EV_Max
1959,Colorado,Missouri,-6,0.9936897366936144,0.006011093446881552,2.0,2.0,0.9873794733872288,-0.9879778131062369,Team1,0.25,0.9873794733872288
1997,Hong Kong,Liverpool,32,0.9922734319635806,0.005711289087167433,2.0,2.0,0.9845468639271613,-0.9885774218256651,Team1,0.25,0.9845468639271613
2013,Maine,Mumbai,-36,0.005219495598981566,0.9888660001804828,2.0,2.0,-0.9895610088020368,0.9777320003609655,Team2,0.25,0.9777320003609655
2015,Rhode Island,Serbia,-36,0.007442960937841813,0.9888163183800993,2.0,2.0,-0.9851140781243164,0.9776326367601986,Team2,0.25,0.9776326367601986
1946,Lincoln,Florida,5,0.9881230084557432,0.001456202235129151,2.0,2.0,0.9762460169114864,-0.9970875955297418,Team1,0.25,0.9762460169114864
1963,Hartford,Tampa,20,0.9873975002689931,0.00423328944651875,2.0,2.0,0.9747950005379862,-0.9915334211069624,Team1,0.25,0.9747950005379862
1975,Boise City,Kentucky,-4,0.9862116512200454,0.011463471527111723,2.0,2.0,0.9724233024400908,-0.9770730569457766,Team1,0.25,0.9724233024400908
1972,Key Largo,Pennsylvania,-32,0.02106102848497986,0.9788823905063906,2.0,2.0,-0.9578779430300404,0.9577647810127812,Team2,0.25,0.9577647810127812
1992,Prague,Tokyo,-36,0.020991164828488427,0.9788702385515726,2.0,2.0,-0.9580176703430232,0.9577404771031452,Team2,0.25,0.9577404771031452
2011,Springfield,Ireland,30,0.9774706526969077,0.021195616495562796,2.0,2.0,0.9549413053938154,-0.9576087670088744,Team1,0.25,0.9549413053938154
1991,Beijing,Seoul,-34,0.022759501419349792,0.9746738800654,2.0,2.0,-0.9544809971613004,0.9493477601308,Team2,0.25,0.9493477601308
1980,Salt Lake City,Atlanta,-29,0.028859164457207424,0.9711305973942933,2.0,2.0,-0.9422816710855852,0.9422611947885866,Team2,0.25,0.9422611947885866
1947,Columbia,Nashville,8,0.9709051615138851,0.017713859432993587,2.0,2.0,0.9418103230277701,-0.9645722811340127,Team1,0.25,0.9418103230277701
2010,South Carolina,England,-37,0.029143275786761607,0.9694850495311377,2.0,2.0,-0.9417134484264769,0.9389700990622754,Team2,0.25,0.9389700990622754
2002,France,New Mexico,19,0.9689407542393699,0.02756157319654595,2.0,2.0,0.9378815084787397,-0.9448768536069081,Team1,0.25,0.9378815084787397
1985,Montgomery,Dallas,-16,0.9653962404874032,0.03407943977480982,2.0,2.0,0.9307924809748065,-0.9318411204503803,Team1,0.25,0.9307924809748065
1989,Wyoming,San Jose,11,0.9591642326795906,0.01696300917106925,2.0,2.0,0.9183284653591812,-0.9660739816578614,Team1,0.25,0.9183284653591812
1958,Topeka,Fort Worth,3,0.9527245566763197,0.04687288587726097,2.0,2.0,0.9054491133526394,-0.906254228245478,Team1,0.25,0.9054491133526394
2014,Nevada,Sweden,-30,0.04934704407876721,0.9502400332884,2.0,2.0,-0.9013059118424656,0.9004800665768,Team2,0.25,0.9004800665768
1944,Montpelier,West Virginia,-11,0.04980903449208793,0.9499843169544662,2.0,2.0,-0.9003819310158241,0.8999686339089323,Team2,0.25,0.8999686339089323
2003,Rome,Maryland,7,0.9357519153355306,0.06102761348456333,2.0,2.0,0.8715038306710612,-0.8779447730308734,Team1,0.25,0.8715038306710612
1981,Utah,Oklahoma,22,0.0841487606502328,0.915824958501037,2.0,2.0,-0.8317024786995344,0.8316499170020739,Team2,0.25,0.8316499170020739
1951,Seattle,Connecticut,11,0.9148625479871262,0.0715470448765849,2.0,2.0,0.8297250959742524,-0.8569059102468302,Team1,0.25,0.8297250959742524
2006,Norway,Dover,-34,0.1012411738737688,0.8986671788648705,2.0,2.0,-0.7975176522524623,0.7973343577297409,Team2,0.25,0.7973343577297409
1952,San Diego,Providence,-16,0.8816764351999495,0.11665198193896492,2.0,2.0,0.7633528703998991,-0.7666960361220703,Team1,0.25,0.7633528703998991
1969,Massachusetts,Mississippi,30,0.8776653425894532,0.1220487415964106,2.0,2.0,0.7553306851789063,-0.7559025168071787,Team1,0.25,0.7553306851789063
1964,Columbus,Sacramento,-2,0.8773960347771695,0.11363130532995933,2.0,2.0,0.7547920695543391,-0.7727373893400813,Team1,0.25,0.7547920695543391
1942,Helena,Iowa,28,0.8770069050892365,0.12287062667583638,2.0,2.0,0.754013810178473,-0.7542587466483273,Team1,0.25,0.754013810178473
1979,Jacksonville,Cape Coral,22,0.8617215910986473,0.1170935313996722,2.0,2.0,0.7234431821972946,-0.7658129372006557,Team1,0.25,0.7234431821972946
1970,San Francisco,Juneau,-4,0.8574299415126319,0.12282760869488908,2.0,2.0,0.7148598830252637,-0.7543447826102219,Team1,0.25,0.7148598830252637
1957,North Carolina,Annapolis,13,0.8434038422149173,0.15652913919492525,2.0,2.0,0.6868076844298345,-0.6869417216101494,Team1,0.25,0.6868076844298345
1994,Florence,Netherlands,-13,0.8332432677109854,0.16418127439196217,2.0,2.0,0.6664865354219709,-0.6716374512160757,Team1,0.25,0.6664865354219709
1953,Delaware,Los Angeles,-12,0.8253028390303421,0.12978663590677167,2.0,2.0,0.6506056780606841,-0.7404267281864567,Team1,0.25,0.6506056780606841
1949,Wilmington,Honolulu,1,0.1976353568175454,0.7981346426657786,2.0,2.0,-0.6047292863649092,0.5962692853315572,Team2,0.25,0.5962692853315572
1961,Boston,Texas,7,0.1983025004167871,0.7679349910462192,2.0,2.0,-0.6033949991664258,0.5358699820924384,Team2,0.25,0.5358699820924384
1956,Nebraska,Philadelphia,-6,0.22949020423487712,0.7544407787538485,2.0,2.0,-0.5410195915302458,0.508881557507697,Team2,0.25,0.508881557507697
1986,Kansas,Indiana,-8,0.2519412650043744,0.7475959125235542,2.0,2.0,-0.49611746999125117,0.49519182504710835,Team2,0.24759591252355417,0.49519182504710835
1954,Olympia,Bismarck,-22,0.7185622020753835,0.27976789929967716,2.0,2.0,0.4371244041507669,-0.4404642014006457,Team1,0.21856220207538346,0.4371244041507669
1984,Washington,Louisiana,-34,0.7153816807168047,0.28455383674041207,2.0,2.0,0.4307633614336095,-0.4308923265191758,Team1,0.21538168071680475,0.4307633614336095
1974,Vermont,Augusta,-18,0.2858924280561848,0.7135007606258742,2.0,2.0,-0.42821514388763043,0.4270015212517484,Team2,0.2135007606258742,0.4270015212517484
1945,Lansing,South Dakota,-30,0.29152093578203164,0.707936159933417,2.0,2.0,-0.4169581284359367,0.41587231986683393,Team2,0.20793615993341696,0.41587231986683393
1968,Alaska,Trenton,-3,0.29397623352825175,0.6962518643140867,2.0,2.0,-0.4120475329434965,0.3925037286281734,Team2,0.1962518643140867,0.3925037286281734
1943,Jackson,Concord,-25,0.690195924709158,0.3091454961177483,2.0,2.0,0.38039184941831605,-0.3817090077645035,Team1,0.19019592470915803,0.38039184941831605
2008,Denver,Iceland,-12,0.6506672832413196,0.3486468701979514,2.0,2.0,0.30133456648263923,-0.30270625960409725,Team1,0.15066728324131962,0.30133456648263923
1967,Santa Fe,Raleigh,12,0.6344196250943579,0.35466425630455184,2.0,2.0,0.2688392501887158,-0.29067148739089627,Team1,0.1344196250943579,0.2688392501887158
1941,Idaho,Houston,-6,0.6130640047065913,0.38086978310959996,2.0,2.0,0.22612800941318256,-0.23826043378080008,Team1,0.11306400470659128,0.22612800941318256
1960,Austin,Arizona,-6,0.601325964297292,0.3952778731819667,2.0,2.0,0.20265192859458403,-0.20944425363606656,Team1,0.10132596429729201,0.20265192859458403
1962,Chicago,New Hope,5,0.40092248083999815,0.5979808264239576,2.0,2.0,-0.1981550383200037,0.1959616528479151,Team2,0.09798082642395756,0.1959616528479151
1965,Des Moines,NYC,-9,0.42222064974462736,0.5772760043945928,2.0,2.0,-0.15555870051074527,0.15455200878918562,Team2,0.07727600439459281,0.15455200878918562
2012,Salem,London,-35,0.44713900394809747,0.5526999209308991,2.0,2.0,-0.10572199210380506,0.1053998418617983,Team2,0.05269992093089915,0.1053998418617983
1976,Illinois,Phoenix,-21,0.4484329909577432,0.5512117827541141,2.0,2.0,-0.10313401808451367,0.10242356550822818,Team2,0.05121178275411409,0.10242356550822818
1977,Nantucket,Boise,-13,0.5445362809422041,0.4534257664127963,2.0,2.0,0.08907256188440815,-0.09314846717440739,Team1,0.044536280942204076,0.08907256188440815
1955,New Hampshire,Charlotte,21,0.5412190880520852,0.29818582451303616,2.0,2.0,0.08243817610417037,-0.40362835097392763,Team1,0.041219088052085184,0.08243817610417037
1973,Minnesota,Port St. Lucie,16,0.5039436571803673,0.4901826195559316,2.0,2.0,0.007887314360734532,-0.019634760888136815,Team1,0.003943657180367266,0.007887314360734532
1987,North Dakota,Little Rock,-2,0.4987401348495783,0.5006890240509537,2.0,2.0,-0.002519730300843348,0.0013780481019074475,Team2,0.0006890240509537238,0.0013780481019074475
